City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
590,Greenville,US,2021-02-03 20:04:37,35.6127,-77.3663,50.0,23,1,10.36
591,Lazaro Cardenas,MX,2021-02-03 20:00:03,17.9583,-102.2,81.68,65,12,8.41
592,Xacmaz,AZ,2021-02-03 20:04:05,41.4635,48.806,44.31,84,54,2.66
593,Gimli,CA,2021-02-03 20:03:04,50.6336,-96.9907,24.8,86,100,11.5
594,Mataram,ID,2021-02-03 20:04:37,-8.5833,116.1167,73.4,94,75,10.36
595,Ginda,IN,2021-02-03 20:04:38,30.6945,78.4932,40.15,66,96,7.43
596,Marsh Harbour,BS,2021-02-03 20:00:05,26.5412,-77.0636,63.43,57,0,21.5
597,Tateyama,JP,2021-02-03 20:02:08,34.9833,139.8667,39.2,65,40,11.5
598,Boulder,US,2021-02-03 19:59:43,40.0833,-105.3505,64.4,23,90,25.32
599,Bud,US,2021-02-03 20:04:38,39.447,-86.1758,37.0,64,1,5.37
600,Sorong,ID,2021-02-03 20:02:30,-0.8833,131.25,81.36,78,97,11.63
601,Shingu,JP,2021-02-03 20:04:38,33.7333,135.9833,35.56,83,0,6.15
602,Los Llanos De Aridane,ES,2021-02-03 20:04:38,28.6585,-17.9182,64.4,72,75,7.78
603,Rio Grande,BR,2021-02-03 20:04:38,-32.035,-52.0986,80.6,83,20,6.91
604,Disna,BY,2021-02-03 20:04:38,55.568,28.1971,17.76,96,48,6.02
605,Otanche,CO,2021-02-03 20:04:38,5.6567,-74.1825,77.25,74,74,2.51
606,Iqaluit,CA,2021-02-03 20:04:39,63.7506,-68.5145,-5.8,71,90,2.3
607,Omaruru,NA,2021-02-03 20:04:39,-21.4333,15.9333,73.65,52,99,5.19
608,Bolshaya Sosnova,RU,2021-02-03 20:04:39,57.6713,54.6029,6.78,94,100,4.34
609,Boa Vista,BR,2021-02-03 20:04:39,2.8197,-60.6733,84.2,65,75,4.61
